Summary Orientations,,,,,,,,Core Orientations,,,,,,,,,,,,,,,,,,,,,,,,Block Orientations,,,,,,,,,,,,,,,,,,,,,,,
site,specimen,old_mag_core_strike,old_core_dip,new_mag_core_strike,new_core_dip,strike_correction,dip_correction,specimen,sample_name,comment,strat_level,magnetic_core_strike,core_dip,bedding_strike,bedding_dip,correct_bedding_using_local_dec,shadow_angle,GMT_offset,year,month,days,hours,minutes,mass,runs,sun_core_strike,calculated_IGRF,IGRF_local_dec,calculated_mag_dec,core_strike,corrected_bedding_strike,specimen,sample_name,comment,strat_level,magnetic_block_strike,block_dip,bedding_strike,bedding_dip,correct_bedding_using_local_dec,block_shadow_angle,GMT_offset,year,month,days,hours,minutes,mass,runs,sun_block_strike,calculated_IGRF,IGRF_local_dec,calculated_mag_dec_block,block_strike,corrected_bedding_strike
PKQA,PKQA-7C,359,57,355.9,57,-3.1,0,PKQA-7C,7,sun compass orientation,0,359,57,0,0,yes,333,7,2024,3,12,12,36,1,nan,355.9,[np.float64(358.7069690156463); np.float64(19.461475459028506); np.float64(43145.03955093136)],-1.293030984,-3.1,355.9,-1.3,PKQA-7C,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-7D,359,57,355.9,57,-3.1,0,PKQA-7D,7,sun compass orientation,0,359,57,0,0,yes,333,7,2024,3,12,12,36,1,nan,355.9,[np.float64(358.7069690156463); np.float64(19.461475459028506); np.float64(43145.03955093136)],-1.293030984,-3.1,355.9,-1.3,PKQA-7D,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-7E,359,57,355.9,57,-3.1,0,PKQA-7E,7,sun compass orientation,0,359,57,0,0,yes,333,7,2024,3,12,12,36,1,nan,355.9,[np.float64(358.7069690156463); np.float64(19.461475459028506); np.float64(43145.03955093136)],-1.293030984,-3.1,355.9,-1.3,PKQA-7E,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-7F,359,57,355.9,57,-3.1,0,PKQA-7F,7,sun compass orientation,0,359,57,0,0,yes,333,7,2024,3,12,12,36,1,nan,355.9,[np.float64(358.7069690156463); np.float64(19.461475459028506); np.float64(43145.03955093136)],-1.293030984,-3.1,355.9,-1.3,PKQA-7F,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-7G,359,57,355.9,57,-3.1,0,PKQA-7G,7,sun compass orientation,0,359,57,0,0,yes,333,7,2024,3,12,12,36,1,nan,355.9,[np.float64(358.7069690156463); np.float64(19.461475459028506); np.float64(43145.03955093136)],-1.293030984,-3.1,355.9,-1.3,PKQA-7G,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-7H,359,57,355.9,57,-3.1,0,PKQA-7H,7,sun compass orientation,0,359,57,0,0,yes,333,7,2024,3,12,12,36,1,nan,355.9,[np.float64(358.7069690156463); np.float64(19.461475459028506); np.float64(43145.03955093136)],-1.293030984,-3.1,355.9,-1.3,PKQA-7H,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-7I,359,57,355.9,57,-3.1,0,PKQA-7I,7,sun compass orientation,0,359,57,0,0,yes,333,7,2024,3,12,12,36,1,nan,355.9,[np.float64(358.7069690156463); np.float64(19.461475459028506); np.float64(43145.03955093136)],-1.293030984,-3.1,355.9,-1.3,PKQA-7I,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-7J,359,57,355.9,57,-3.1,0,PKQA-7J,7,sun compass orientation,0,359,57,0,0,yes,333,7,2024,3,12,12,36,1,nan,355.9,[np.float64(358.7069690156463); np.float64(19.461475459028506); np.float64(43145.03955093136)],-1.293030984,-3.1,355.9,-1.3,PKQA-7J,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-7K,359,57,355.9,57,-3.1,0,PKQA-7K,7,sun compass orientation,0,359,57,0,0,yes,333,7,2024,3,12,12,36,1,nan,355.9,[np.float64(358.7069690156463); np.float64(19.461475459028506); np.float64(43145.03955093136)],-1.293030984,-3.1,355.9,-1.3,PKQA-7K,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-7L,359,57,355.9,57,-3.1,0,PKQA-7L,7,sun compass orientation,0,359,57,0,0,yes,333,7,2024,3,12,12,36,1,nan,355.9,[np.float64(358.7069690156463); np.float64(19.461475459028506); np.float64(43145.03955093136)],-1.293030984,-3.1,355.9,-1.3,PKQA-7L,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-8A,350,50,338.3,50,-11.7,0,PKQA-8A,8,sun compass orientation,0,350,50,0,0,yes,314,7,2024,3,12,12,38,1,nan,338.3,[np.float64(358.7069687974425); np.float64(19.461475914433016); np.float64(43145.03974482096)],-1.293031203,-11.7,338.3,-1.3,PKQA-8A,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-8B,350,50,338.3,50,-11.7,0,PKQA-8B,8,sun compass orientation,0,350,50,0,0,yes,314,7,2024,3,12,12,38,1,nan,338.3,[np.float64(358.7069687974425); np.float64(19.461475914433016); np.float64(43145.03974482096)],-1.293031203,-11.7,338.3,-1.3,PKQA-8B,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-8C,350,50,338.3,50,-11.7,0,PKQA-8C,8,sun compass orientation,0,350,50,0,0,yes,314,7,2024,3,12,12,38,1,nan,338.3,[np.float64(358.7069687974425); np.float64(19.461475914433016); np.float64(43145.03974482096)],-1.293031203,-11.7,338.3,-1.3,PKQA-8C,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-8D,350,50,338.3,50,-11.7,0,PKQA-8D,8,sun compass orientation,0,350,50,0,0,yes,314,7,2024,3,12,12,38,1,nan,338.3,[np.float64(358.7069687974425); np.float64(19.461475914433016); np.float64(43145.03974482096)],-1.293031203,-11.7,338.3,-1.3,PKQA-8D,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-8E,350,50,338.3,50,-11.7,0,PKQA-8E,8,sun compass orientation,0,350,50,0,0,yes,314,7,2024,3,12,12,38,1,nan,338.3,[np.float64(358.7069687974425); np.float64(19.461475914433016); np.float64(43145.03974482096)],-1.293031203,-11.7,338.3,-1.3,PKQA-8E,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-8F,350,50,338.3,50,-11.7,0,PKQA-8F,8,sun compass orientation,0,350,50,0,0,yes,314,7,2024,3,12,12,38,1,nan,338.3,[np.float64(358.7069687974425); np.float64(19.461475914433016); np.float64(43145.03974482096)],-1.293031203,-11.7,338.3,-1.3,PKQA-8F,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-8G,350,50,338.3,50,-11.7,0,PKQA-8G,8,sun compass orientation,0,350,50,0,0,yes,314,7,2024,3,12,12,38,1,nan,338.3,[np.float64(358.7069687974425); np.float64(19.461475914433016); np.float64(43145.03974482096)],-1.293031203,-11.7,338.3,-1.3,PKQA-8G,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-8H,350,50,338.3,50,-11.7,0,PKQA-8H,8,sun compass orientation,0,350,50,0,0,yes,314,7,2024,3,12,12,38,1,nan,338.3,[np.float64(358.7069687974425); np.float64(19.461475914433016); np.float64(43145.03974482096)],-1.293031203,-11.7,338.3,-1.3,PKQA-8H,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-8I,350,50,338.3,50,-11.7,0,PKQA-8I,8,sun compass orientation,0,350,50,0,0,yes,314,7,2024,3,12,12,38,1,nan,338.3,[np.float64(358.7069687974425); np.float64(19.461475914433016); np.float64(43145.03974482096)],-1.293031203,-11.7,338.3,-1.3,PKQA-8I,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-8J,350,50,338.3,50,-11.7,0,PKQA-8J,8,sun compass orientation,0,350,50,0,0,yes,314,7,2024,3,12,12,38,1,nan,338.3,[np.float64(358.7069687974425); np.float64(19.461475914433016); np.float64(43145.03974482096)],-1.293031203,-11.7,338.3,-1.3,PKQA-8J,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-8K,350,50,338.3,50,-11.7,0,PKQA-8K,8,sun compass orientation,0,350,50,0,0,yes,314,7,2024,3,12,12,38,1,nan,338.3,[np.float64(358.7069687974425); np.float64(19.461475914433016); np.float64(43145.03974482096)],-1.293031203,-11.7,338.3,-1.3,PKQA-8K,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-8L,350,50,338.3,50,-11.7,0,PKQA-8L,8,sun compass orientation,0,350,50,0,0,yes,314,7,2024,3,12,12,38,1,nan,338.3,[np.float64(358.7069687974425); np.float64(19.461475914433016); np.float64(43145.03974482096)],-1.293031203,-11.7,338.3,-1.3,PKQA-8L,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-8M,350,50,338.3,50,-11.7,0,PKQA-8M,8,sun compass orientation,0,350,50,0,0,yes,314,7,2024,3,12,12,38,1,nan,338.3,[np.float64(358.7069687974425); np.float64(19.461475914433016); np.float64(43145.03974482096)],-1.293031203,-11.7,338.3,-1.3,PKQA-8M,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-9A,349,56.5,341,56.5,-8,0,PKQA-9A,9,sun compass orientation,0,349,56.5,0,0,yes,316,7,2024,3,12,12,39,1,nan,341,[np.float64(358.7069686883407); np.float64(19.461476142135282); np.float64(43145.03984176573)],-1.293031312,-8,341,-1.3,PKQA-9A,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-9B,349,56.5,341,56.5,-8,0,PKQA-9B,9,sun compass orientation,0,349,56.5,0,0,yes,316,7,2024,3,12,12,39,1,nan,341,[np.float64(358.7069686883407); np.float64(19.461476142135282); np.float64(43145.03984176573)],-1.293031312,-8,341,-1.3,PKQA-9B,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-9C,349,56.5,341,56.5,-8,0,PKQA-9C,9,sun compass orientation,0,349,56.5,0,0,yes,316,7,2024,3,12,12,39,1,nan,341,[np.float64(358.7069686883407); np.float64(19.461476142135282); np.float64(43145.03984176573)],-1.293031312,-8,341,-1.3,PKQA-9C,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-9D,349,56.5,341,56.5,-8,0,PKQA-9D,9,sun compass orientation,0,349,56.5,0,0,yes,316,7,2024,3,12,12,39,1,nan,341,[np.float64(358.7069686883407); np.float64(19.461476142135282); np.float64(43145.03984176573)],-1.293031312,-8,341,-1.3,PKQA-9D,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-9E,349,56.5,341,56.5,-8,0,PKQA-9E,9,sun compass orientation,0,349,56.5,0,0,yes,316,7,2024,3,12,12,39,1,nan,341,[np.float64(358.7069686883407); np.float64(19.461476142135282); np.float64(43145.03984176573)],-1.293031312,-8,341,-1.3,PKQA-9E,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-9F,349,56.5,341,56.5,-8,0,PKQA-9F,9,sun compass orientation,0,349,56.5,0,0,yes,316,7,2024,3,12,12,39,1,nan,341,[np.float64(358.7069686883407); np.float64(19.461476142135282); np.float64(43145.03984176573)],-1.293031312,-8,341,-1.3,PKQA-9F,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-9G,349,56.5,341,56.5,-8,0,PKQA-9G,9,sun compass orientation,0,349,56.5,0,0,yes,316,7,2024,3,12,12,39,1,nan,341,[np.float64(358.7069686883407); np.float64(19.461476142135282); np.float64(43145.03984176573)],-1.293031312,-8,341,-1.3,PKQA-9G,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-9H,349,56.5,341,56.5,-8,0,PKQA-9H,9,sun compass orientation,0,349,56.5,0,0,yes,316,7,2024,3,12,12,39,1,nan,341,[np.float64(358.7069686883407); np.float64(19.461476142135282); np.float64(43145.03984176573)],-1.293031312,-8,341,-1.3,PKQA-9H,,,,,,,,,,,,,,,,,,,,,,,
PKQA,PKQA-9I,349,56.5,341,56.5,-8,0,PKQA-9I,9,sun compass orientation,0,349,56.5,0,0,yes,316,7,2024,3,12,12,39,1,nan,341,[np.float64(358.7069686883407); np.float64(19.461476142135282); np.float64(43145.03984176573)],-1.293031312,-8,341,-1.3,PKQA-9I,,,,,,,,,,,,,,,,,,,,,,,
PKSB,PKSB-1A,116,19.5,41.4,19.5,-74.6,0,PKSB-1A,1,sun compass orientation,1000,117.4,19.5,0,0,yes,355,7,2024,3,14,13,14,1,nan,41.4,[np.float64(358.6730096456446); np.float64(19.574100005158872); np.float64(43114.496217853084)],-1.326990354,-76,41.4,-1.3,PKSB-1A,1,sun compass orientation,906,40,89,0,0,yes,355,7,2024,3,14,13,14,1,nan,41.4,[np.float64(358.6730096456446); np.float64(19.574100005158872); np.float64(43114.496217853084)],-1.326990354,1.4,41.4,-1.3
PKSB,PKSB-1B,116,19.5,41.4,19.5,-74.6,0,PKSB-1B,1,sun compass orientation,1000,117.4,19.5,0,0,yes,355,7,2024,3,14,13,14,1,nan,41.4,[np.float64(358.6730096456446); np.float64(19.574100005158872); np.float64(43114.496217853084)],-1.326990354,-76,41.4,-1.3,PKSB-1B,1,sun compass orientation,906,40,89,0,0,yes,355,7,2024,3,14,13,14,1,nan,41.4,[np.float64(358.6730096456446); np.float64(19.574100005158872); np.float64(43114.496217853084)],-1.326990354,1.4,41.4,-1.3
PKSB,PKSB-1C,116,19.5,41.4,19.5,-74.6,0,PKSB-1C,1,sun compass orientation,1000,117.4,19.5,0,0,yes,355,7,2024,3,14,13,14,1,nan,41.4,[np.float64(358.6730096456446); np.float64(19.574100005158872); np.float64(43114.496217853084)],-1.326990354,-76,41.4,-1.3,PKSB-1C,1,sun compass orientation,906,40,89,0,0,yes,355,7,2024,3,14,13,14,1,nan,41.4,[np.float64(358.6730096456446); np.float64(19.574100005158872); np.float64(43114.496217853084)],-1.326990354,1.4,41.4,-1.3
PKSB,PKSB-1D,116,19.5,41.4,19.5,-74.6,0,PKSB-1D,1,sun compass orientation,1000,117.4,19.5,0,0,yes,355,7,2024,3,14,13,14,1,nan,41.4,[np.float64(358.6730096456446); np.float64(19.574100005158872); np.float64(43114.496217853084)],-1.326990354,-76,41.4,-1.3,PKSB-1D,1,sun compass orientation,906,40,89,0,0,yes,355,7,2024,3,14,13,14,1,nan,41.4,[np.float64(358.6730096456446); np.float64(19.574100005158872); np.float64(43114.496217853084)],-1.326990354,1.4,41.4,-1.3
PKSB,PKSB-1E,116,19.5,41.4,19.5,-74.6,0,PKSB-1E,1,sun compass orientation,1000,117.4,19.5,0,0,yes,355,7,2024,3,14,13,14,1,nan,41.4,[np.float64(358.6730096456446); np.float64(19.574100005158872); np.float64(43114.496217853084)],-1.326990354,-76,41.4,-1.3,PKSB-1E,1,sun compass orientation,906,40,89,0,0,yes,355,7,2024,3,14,13,14,1,nan,41.4,[np.float64(358.6730096456446); np.float64(19.574100005158872); np.float64(43114.496217853084)],-1.326990354,1.4,41.4,-1.3
PKSB,PKSB-1F,116,19.5,41.4,19.5,-74.6,0,PKSB-1F,1,sun compass orientation,1000,117.4,19.5,0,0,yes,355,7,2024,3,14,13,14,1,nan,41.4,[np.float64(358.6730096456446); np.float64(19.574100005158872); np.float64(43114.496217853084)],-1.326990354,-76,41.4,-1.3,PKSB-1F,1,sun compass orientation,906,40,89,0,0,yes,355,7,2024,3,14,13,14,1,nan,41.4,[np.float64(358.6730096456446); np.float64(19.574100005158872); np.float64(43114.496217853084)],-1.326990354,1.4,41.4,-1.3
PKSB,PKSB-1G,116,19.5,41.4,19.5,-74.6,0,PKSB-1G,1,sun compass orientation,1000,117.4,19.5,0,0,yes,355,7,2024,3,14,13,14,1,nan,41.4,[np.float64(358.6730096456446); np.float64(19.574100005158872); np.float64(43114.496217853084)],-1.326990354,-76,41.4,-1.3,PKSB-1G,1,sun compass orientation,906,40,89,0,0,yes,355,7,2024,3,14,13,14,1,nan,41.4,[np.float64(358.6730096456446); np.float64(19.574100005158872); np.float64(43114.496217853084)],-1.326990354,1.4,41.4,-1.3
PKSB,PKSB-1H,116,19.5,41.4,19.5,-74.6,0,PKSB-1H,1,sun compass orientation,1000,117.4,19.5,0,0,yes,355,7,2024,3,14,13,14,1,nan,41.4,[np.float64(358.6730096456446); np.float64(19.574100005158872); np.float64(43114.496217853084)],-1.326990354,-76,41.4,-1.3,PKSB-1H,1,sun compass orientation,906,40,89,0,0,yes,355,7,2024,3,14,13,14,1,nan,41.4,[np.float64(358.6730096456446); np.float64(19.574100005158872); np.float64(43114.496217853084)],-1.326990354,1.4,41.4,-1.3
PKSF,PKSF-0A,77.5,32,82.4,32,4.9,0,PKSF-0A,0,sun compass orientation,0,77.5,32,0,0,no,14,7,2024,3,13,14,38,1,nan,82.4,[np.float64(358.6743502145795); np.float64(19.485504300593096); np.float64(43094.65914063369)],-1.325649785,4.9,82.4,nan,PKSF-0A,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-0B,77.5,32,82.4,32,4.9,0,PKSF-0B,0,sun compass orientation,0,77.5,32,0,0,no,14,7,2024,3,13,14,38,1,nan,82.4,[np.float64(358.6743502145795); np.float64(19.485504300593096); np.float64(43094.65914063369)],-1.325649785,4.9,82.4,nan,PKSF-0B,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-0C,77.5,32,82.4,32,4.9,0,PKSF-0C,0,sun compass orientation,0,77.5,32,0,0,no,14,7,2024,3,13,14,38,1,nan,82.4,[np.float64(358.6743502145795); np.float64(19.485504300593096); np.float64(43094.65914063369)],-1.325649785,4.9,82.4,nan,PKSF-0C,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-0D,77.5,32,82.4,32,4.9,0,PKSF-0D,0,sun compass orientation,0,77.5,32,0,0,no,14,7,2024,3,13,14,38,1,nan,82.4,[np.float64(358.6743502145795); np.float64(19.485504300593096); np.float64(43094.65914063369)],-1.325649785,4.9,82.4,nan,PKSF-0D,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-0E,77.5,32,82.4,32,4.9,0,PKSF-0E,0,sun compass orientation,0,77.5,32,0,0,no,14,7,2024,3,13,14,38,1,nan,82.4,[np.float64(358.6743502145795); np.float64(19.485504300593096); np.float64(43094.65914063369)],-1.325649785,4.9,82.4,nan,PKSF-0E,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-0F,77.5,32,82.4,32,4.9,0,PKSF-0F,0,sun compass orientation,0,77.5,32,0,0,no,14,7,2024,3,13,14,38,1,nan,82.4,[np.float64(358.6743502145795); np.float64(19.485504300593096); np.float64(43094.65914063369)],-1.325649785,4.9,82.4,nan,PKSF-0F,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-0G,77.5,32,82.4,32,4.9,0,PKSF-0G,0,sun compass orientation,0,77.5,32,0,0,no,14,7,2024,3,13,14,38,1,nan,82.4,[np.float64(358.6743502145795); np.float64(19.485504300593096); np.float64(43094.65914063369)],-1.325649785,4.9,82.4,nan,PKSF-0G,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-0H,77.5,32,82.4,32,4.9,0,PKSF-0H,0,sun compass orientation,0,77.5,32,0,0,no,14,7,2024,3,13,14,38,1,nan,82.4,[np.float64(358.6743502145795); np.float64(19.485504300593096); np.float64(43094.65914063369)],-1.325649785,4.9,82.4,nan,PKSF-0H,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-0I,77.5,32,82.4,32,4.9,0,PKSF-0I,0,sun compass orientation,0,77.5,32,0,0,no,14,7,2024,3,13,14,38,1,nan,82.4,[np.float64(358.6743502145795); np.float64(19.485504300593096); np.float64(43094.65914063369)],-1.325649785,4.9,82.4,nan,PKSF-0I,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-0J,77.5,32,82.4,32,4.9,0,PKSF-0J,0,sun compass orientation,0,77.5,32,0,0,no,14,7,2024,3,13,14,38,1,nan,82.4,[np.float64(358.6743502145795); np.float64(19.485504300593096); np.float64(43094.65914063369)],-1.325649785,4.9,82.4,nan,PKSF-0J,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-0K,77.5,32,82.4,32,4.9,0,PKSF-0K,0,sun compass orientation,0,77.5,32,0,0,no,14,7,2024,3,13,14,38,1,nan,82.4,[np.float64(358.6743502145795); np.float64(19.485504300593096); np.float64(43094.65914063369)],-1.325649785,4.9,82.4,nan,PKSF-0K,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-0L,77.5,32,82.4,32,4.9,0,PKSF-0L,0,sun compass orientation,0,77.5,32,0,0,no,14,7,2024,3,13,14,38,1,nan,82.4,[np.float64(358.6743502145795); np.float64(19.485504300593096); np.float64(43094.65914063369)],-1.325649785,4.9,82.4,nan,PKSF-0L,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-0M,77.5,32,82.4,32,4.9,0,PKSF-0M,0,sun compass orientation,0,77.5,32,0,0,no,14,7,2024,3,13,14,38,1,nan,82.4,[np.float64(358.6743502145795); np.float64(19.485504300593096); np.float64(43094.65914063369)],-1.325649785,4.9,82.4,nan,PKSF-0M,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-0N,77.5,32,82.4,32,4.9,0,PKSF-0N,0,sun compass orientation,0,77.5,32,0,0,no,14,7,2024,3,13,14,38,1,nan,82.4,[np.float64(358.6743502145795); np.float64(19.485504300593096); np.float64(43094.65914063369)],-1.325649785,4.9,82.4,nan,PKSF-0N,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-1A,160,55,169.4,55,9.4,0,PKSF-1A,1,sun compass orientation,0,160,55,0,0,no,115,7,2024,3,13,13,37,1,nan,169.4,[np.float64(358.67435700597497); np.float64(19.485490533684878); np.float64(43094.65329039852)],-1.325642994,9.4,169.4,nan,PKSF-1A,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-1B,160,55,169.4,55,9.4,0,PKSF-1B,1,sun compass orientation,0,160,55,0,0,no,115,7,2024,3,13,13,37,1,nan,169.4,[np.float64(358.67435700597497); np.float64(19.485490533684878); np.float64(43094.65329039852)],-1.325642994,9.4,169.4,nan,PKSF-1B,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-1C,160,55,169.4,55,9.4,0,PKSF-1C,1,sun compass orientation,0,160,55,0,0,no,115,7,2024,3,13,13,37,1,nan,169.4,[np.float64(358.67435700597497); np.float64(19.485490533684878); np.float64(43094.65329039852)],-1.325642994,9.4,169.4,nan,PKSF-1C,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-1D,160,55,169.4,55,9.4,0,PKSF-1D,1,sun compass orientation,0,160,55,0,0,no,115,7,2024,3,13,13,37,1,nan,169.4,[np.float64(358.67435700597497); np.float64(19.485490533684878); np.float64(43094.65329039852)],-1.325642994,9.4,169.4,nan,PKSF-1D,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-1E,160,55,169.4,55,9.4,0,PKSF-1E,1,sun compass orientation,0,160,55,0,0,no,115,7,2024,3,13,13,37,1,nan,169.4,[np.float64(358.67435700597497); np.float64(19.485490533684878); np.float64(43094.65329039852)],-1.325642994,9.4,169.4,nan,PKSF-1E,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-1F,160,55,169.4,55,9.4,0,PKSF-1F,1,sun compass orientation,0,160,55,0,0,no,115,7,2024,3,13,13,37,1,nan,169.4,[np.float64(358.67435700597497); np.float64(19.485490533684878); np.float64(43094.65329039852)],-1.325642994,9.4,169.4,nan,PKSF-1F,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-1G,160,55,169.4,55,9.4,0,PKSF-1G,1,sun compass orientation,0,160,55,0,0,no,115,7,2024,3,13,13,37,1,nan,169.4,[np.float64(358.67435700597497); np.float64(19.485490533684878); np.float64(43094.65329039852)],-1.325642994,9.4,169.4,nan,PKSF-1G,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-1H,160,55,169.4,55,9.4,0,PKSF-1H,1,sun compass orientation,0,160,55,0,0,no,115,7,2024,3,13,13,37,1,nan,169.4,[np.float64(358.67435700597497); np.float64(19.485490533684878); np.float64(43094.65329039852)],-1.325642994,9.4,169.4,nan,PKSF-1H,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-1I,160,55,169.4,55,9.4,0,PKSF-1I,1,sun compass orientation,0,160,55,0,0,no,115,7,2024,3,13,13,37,1,nan,169.4,[np.float64(358.67435700597497); np.float64(19.485490533684878); np.float64(43094.65329039852)],-1.325642994,9.4,169.4,nan,PKSF-1I,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-1J,160,55,169.4,55,9.4,0,PKSF-1J,1,sun compass orientation,0,160,55,0,0,no,115,7,2024,3,13,13,37,1,nan,169.4,[np.float64(358.67435700597497); np.float64(19.485490533684878); np.float64(43094.65329039852)],-1.325642994,9.4,169.4,nan,PKSF-1J,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-1K,160,55,169.4,55,9.4,0,PKSF-1K,1,sun compass orientation,0,160,55,0,0,no,115,7,2024,3,13,13,37,1,nan,169.4,[np.float64(358.67435700597497); np.float64(19.485490533684878); np.float64(43094.65329039852)],-1.325642994,9.4,169.4,nan,PKSF-1K,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-1L,160,55,169.4,55,9.4,0,PKSF-1L,1,sun compass orientation,0,160,55,0,0,no,115,7,2024,3,13,13,37,1,nan,169.4,[np.float64(358.67435700597497); np.float64(19.485490533684878); np.float64(43094.65329039852)],-1.325642994,9.4,169.4,nan,PKSF-1L,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-1M,160,55,169.4,55,9.4,0,PKSF-1M,1,sun compass orientation,0,160,55,0,0,no,115,7,2024,3,13,13,37,1,nan,169.4,[np.float64(358.67435700597497); np.float64(19.485490533684878); np.float64(43094.65329039852)],-1.325642994,9.4,169.4,nan,PKSF-1M,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-2A,83.5,64,82,64,-1.5,0,PKSF-2A,2,sun compass orientation,0,83.5,64,0,0,no,23.5,7,2024,3,13,13,51,1,nan,82,[np.float64(358.674355447294); np.float64(19.485493693303518); np.float64(43094.65463307516)],-1.325644553,-1.5,82,nan,PKSF-2A,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-2B,83.5,64,82,64,-1.5,0,PKSF-2B,2,sun compass orientation,0,83.5,64,0,0,no,23.5,7,2024,3,13,13,51,1,nan,82,[np.float64(358.674355447294); np.float64(19.485493693303518); np.float64(43094.65463307516)],-1.325644553,-1.5,82,nan,PKSF-2B,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-2C,83.5,64,82,64,-1.5,0,PKSF-2C,2,sun compass orientation,0,83.5,64,0,0,no,23.5,7,2024,3,13,13,51,1,nan,82,[np.float64(358.674355447294); np.float64(19.485493693303518); np.float64(43094.65463307516)],-1.325644553,-1.5,82,nan,PKSF-2C,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-2D,83.5,64,82,64,-1.5,0,PKSF-2D,2,sun compass orientation,0,83.5,64,0,0,no,23.5,7,2024,3,13,13,51,1,nan,82,[np.float64(358.674355447294); np.float64(19.485493693303518); np.float64(43094.65463307516)],-1.325644553,-1.5,82,nan,PKSF-2D,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-2E,83.5,64,82,64,-1.5,0,PKSF-2E,2,sun compass orientation,0,83.5,64,0,0,no,23.5,7,2024,3,13,13,51,1,nan,82,[np.float64(358.674355447294); np.float64(19.485493693303518); np.float64(43094.65463307516)],-1.325644553,-1.5,82,nan,PKSF-2E,,,,,,,,,,,,,,,,,,,,,,,
